wav_nm,T
444.000000,0.000000
445.000000,0.000000
446.000000,0.000000
447.000000,0.000000
448.000000,0.000000
449.000000,0.000000
450.000000,0.000000
451.000000,0.000000
452.000000,0.000000
453.000000,0.000000
454.000000,0.000000
455.000000,0.000000
456.000000,0.000000
457.000000,0.000000
458.000000,0.000000
459.000000,0.000000
460.000000,0.000000
461.000000,0.000000
462.000000,0.000000
463.000000,0.000000
464.000000,0.000001
465.000000,0.000001
466.000000,0.000000
467.000000,0.000000
468.000000,0.000000
469.000000,0.000000
470.000000,0.000000
471.000000,0.000000
472.000000,0.000000
473.000000,0.000000
474.000000,0.000000
475.000000,0.000000
476.000000,0.000000
477.000000,0.000000
478.000000,0.000000
479.000000,0.000000
480.000000,0.000000
481.000000,0.000000
482.000000,0.000000
483.000000,0.000000
484.000000,0.000000
485.000000,0.000000
486.000000,0.000000
487.000000,0.000000
488.000000,0.000001
489.000000,0.000001
490.000000,0.000001
491.000000,0.000001
492.000000,0.000000
493.000000,0.000000
494.000000,0.000000
495.000000,0.000000
496.000000,0.000001
497.000000,0.000000
498.000000,0.000000
499.000000,0.000000
500.000000,0.000000
501.000000,0.000000
502.000000,0.000000
503.000000,0.000000
504.000000,0.000000
505.000000,0.000000
506.000000,0.000001
507.000000,0.000002
508.000000,0.000000
509.000000,0.000000
510.000000,0.000000
511.000000,0.000002
512.000000,0.000002
513.000000,0.000000
514.000000,0.000001
515.000000,0.000001
516.000000,0.000000
517.000000,0.000000
518.000000,0.000002
519.000000,0.000002
520.000000,0.000000
521.000000,0.000000
522.000000,0.000000
523.000000,0.000000
524.000000,0.000000
525.000000,0.000000
526.000000,0.000000
527.000000,0.000000
528.000000,0.000001
529.000000,0.000002
530.000000,0.000000
531.000000,0.000000
532.000000,0.000000
533.000000,0.000000
534.000000,0.000003
535.000000,0.000005
536.000000,0.000000
537.000000,0.000000
538.000000,0.000000
539.000000,0.000001
540.000000,0.000002
541.000000,0.000001
542.000000,0.000000
543.000000,0.000000
544.000000,0.000000
545.000000,0.000000
546.000000,0.000001
547.000000,0.000001
548.000000,0.000003
549.000000,0.000006
550.000000,0.000012
551.000000,0.000021
552.000000,0.000027
553.000000,0.000026
554.000000,0.000023
555.000000,0.000020
556.000000,0.000019
557.000000,0.000020
558.000000,0.000024
559.000000,0.000032
560.000000,0.000052
561.000000,0.000101
562.000000,0.000240
563.000000,0.000719
564.000000,0.002864
565.000000,0.016614
566.000000,0.130117
567.000000,0.544675
568.000000,0.948987
569.000000,0.997372
570.000000,0.997595
571.000000,0.996960
572.000000,0.998346
573.000000,0.997279
574.000000,0.996160
575.000000,0.997332
576.000000,0.998665
577.000000,0.998992
578.000000,0.998731
579.000000,0.998109
580.000000,0.997532
581.000000,0.997469
582.000000,0.997630
583.000000,0.997563
584.000000,0.997603
585.000000,0.998281
586.000000,0.999305
587.000000,0.999872
588.000000,0.999685
589.000000,0.999165
590.000000,0.998836
591.000000,0.998859
592.000000,0.999049
593.000000,0.999071
594.000000,0.998676
595.000000,0.997935
596.000000,0.997275
597.000000,0.997114
598.000000,0.997444
599.000000,0.997854
600.000000,0.997984
601.000000,0.997857
602.000000,0.997741
603.000000,0.997802
604.000000,0.997962
605.000000,0.998054
606.000000,0.998014
607.000000,0.997915
608.000000,0.997867
609.000000,0.997945
610.000000,0.998160
611.000000,0.998461
612.000000,0.998758
613.000000,0.998990
614.000000,0.999158
615.000000,0.999273
616.000000,0.999278
617.000000,0.999070
618.000000,0.998643
619.000000,0.998179
620.000000,0.997933
621.000000,0.997993
622.000000,0.998177
623.000000,0.998209
624.000000,0.997989
625.000000,0.997679
626.000000,0.997509
627.000000,0.997552
628.000000,0.997725
629.000000,0.997962
630.000000,0.998317
631.000000,0.998810
632.000000,0.999224
633.000000,0.999163
634.000000,0.998422
635.000000,0.997311
636.000000,0.996531
637.000000,0.996638
638.000000,0.997572
639.000000,0.998665
640.000000,0.999187
641.000000,0.998940
642.000000,0.998380
643.000000,0.998165
644.000000,0.998565
645.000000,0.999258
646.000000,0.999659
647.000000,0.999426
648.000000,0.998692
649.000000,0.997854
650.000000,0.997188
651.000000,0.996682
652.000000,0.996224
653.000000,0.995872
654.000000,0.995905
655.000000,0.996561
656.000000,0.997707
657.000000,0.998798
658.000000,0.999209
659.000000,0.998694
660.000000,0.997594
661.000000,0.996606
662.000000,0.996313
663.000000,0.996826
664.000000,0.997785
665.000000,0.998650
666.000000,0.999036
667.000000,0.998853
668.000000,0.998243
669.000000,0.997436
670.000000,0.996679
671.000000,0.996231
672.000000,0.996330
673.000000,0.997057
674.000000,0.998189
675.000000,0.999209
676.000000,0.999539
677.000000,0.998914
678.000000,0.997607
679.000000,0.996319
680.000000,0.995762
681.000000,0.996225
682.000000,0.997421
683.000000,0.998712
684.000000,0.999541
685.000000,0.999764
686.000000,0.999642
687.000000,0.999533
688.000000,0.999559
689.000000,0.999532
690.000000,0.999166
691.000000,0.998386
692.000000,0.997481
693.000000,0.996953
694.000000,0.997158
695.000000,0.998014
696.000000,0.999007
697.000000,0.999503
698.000000,0.999168
699.000000,0.998197
700.000000,0.997181
701.000000,0.996703
702.000000,0.996959
703.000000,0.997657
704.000000,0.998252
705.000000,0.998353
706.000000,0.997997
707.000000,0.997605
708.000000,0.997648
709.000000,0.998270
710.000000,0.999148
711.000000,0.999677
712.000000,0.999388
713.000000,0.998286
714.000000,0.996887
715.000000,0.995909
716.000000,0.995833
717.000000,0.996608
718.000000,0.997697
719.000000,0.998425
720.000000,0.998397
721.000000,0.997737
722.000000,0.996978
723.000000,0.996704
724.000000,0.997172
725.000000,0.998169
726.000000,0.999167
727.000000,0.999669
728.000000,0.999523
729.000000,0.998986
730.000000,0.998517
731.000000,0.998459
732.000000,0.998803
733.000000,0.999222
734.000000,0.999312
735.000000,0.998888
736.000000,0.998132
737.000000,0.997471
738.000000,0.997287
739.000000,0.997636
740.000000,0.998181
741.000000,0.998388
742.000000,0.997875
743.000000,0.996693
744.000000,0.995345
745.000000,0.994519
746.000000,0.994693
747.000000,0.995841
748.000000,0.997432
749.000000,0.998721
750.000000,0.999154
751.000000,0.998675
752.000000,0.997726
753.000000,0.996970
754.000000,0.996876
755.000000,0.997454
756.000000,0.998261
757.000000,0.998693
758.000000,0.998379
759.000000,0.997439
760.000000,0.996424
761.000000,0.995986
762.000000,0.996464
763.000000,0.997646
764.000000,0.998859
765.000000,0.999344
766.000000,0.998722
767.000000,0.997251
768.000000,0.995710
769.000000,0.994953
770.000000,0.995407
771.000000,0.996785
772.000000,0.998212
773.000000,0.998708
774.000000,0.997771
775.000000,0.995721
776.000000,0.993566
777.000000,0.992452
778.000000,0.993016
779.000000,0.994996
780.000000,0.997345
781.000000,0.998790
782.000000,0.998563
783.000000,0.996873
784.000000,0.994798
785.000000,0.993647
786.000000,0.994175
787.000000,0.996099
788.000000,0.998220
789.000000,0.999118
790.000000,0.998039
791.000000,0.995434
792.000000,0.992757
793.000000,0.991595
794.000000,0.992678
795.000000,0.995353
796.000000,0.997893
797.000000,0.998535
798.000000,0.996658
799.000000,0.993313
800.000000,0.990632
801.000000,0.990433
802.000000,0.992931
803.000000,0.996418
804.000000,0.998272
805.000000,0.996793
806.000000,0.992638
807.000000,0.988606
808.000000,0.987674
809.000000,0.990631
810.000000,0.995113
811.000000,0.997125
812.000000,0.994341
813.000000,0.988634
814.000000,0.985008
815.000000,0.986990
816.000000,0.992465
817.000000,0.994779
818.000000,0.989843
819.000000,0.982482
820.000000,0.981521
821.000000,0.986312
822.000000,0.987088
823.000000,0.966657
824.000000,0.881346
825.000000,0.679080
826.000000,0.337294
827.000000,0.078765
828.000000,0.013975
829.000000,0.003222
830.000000,0.000932
831.000000,0.000317
832.000000,0.000121
833.000000,0.000051
834.000000,0.000023
835.000000,0.000011
836.000000,0.000006
837.000000,0.000003
838.000000,0.000002
839.000000,0.000001
840.000000,0.000001
841.000000,0.000000
842.000000,0.000000
843.000000,0.000000
844.000000,0.000000
845.000000,0.000000
846.000000,0.000000
847.000000,0.000000
848.000000,0.000000
849.000000,0.000000
850.000000,0.000000
851.000000,0.000000
852.000000,0.000000
853.000000,0.000000
854.000000,0.000000
855.000000,0.000000
856.000000,0.000000
857.000000,0.000000
858.000000,0.000000
859.000000,0.000000
860.000000,0.000001
861.000000,0.000001
862.000000,0.000002
863.000000,0.000001
864.000000,0.000000
865.000000,0.000000
866.000000,0.000000
867.000000,0.000000
868.000000,0.000000
869.000000,0.000000
870.000000,0.000000
871.000000,0.000000
872.000000,0.000000
873.000000,0.000000
874.000000,0.000000
875.000000,0.000000
876.000000,0.000000
877.000000,0.000000
878.000000,0.000000
879.000000,0.000000
880.000000,0.000000
881.000000,0.000000
882.000000,0.000000
883.000000,0.000000
884.000000,0.000000
885.000000,0.000000
886.000000,0.000000
887.000000,0.000000
888.000000,0.000000
889.000000,0.000000
890.000000,0.000000
891.000000,0.000000
892.000000,0.000000
893.000000,0.000000
894.000000,0.000000
895.000000,0.000000
896.000000,0.000000
897.000000,0.000000
898.000000,0.000000
899.000000,0.000000
900.000000,0.000000
901.000000,0.000000
902.000000,0.000000
903.000000,0.000000
904.000000,0.000000
905.000000,0.000000
906.000000,0.000000
907.000000,0.000000
908.000000,0.000000
909.000000,0.000000
910.000000,0.000000
911.000000,0.000000
912.000000,0.000000
913.000000,0.000000
914.000000,0.000000
915.000000,0.000000
916.000000,0.000000
917.000000,0.000000
918.000000,0.000000
919.000000,0.000000
920.000000,0.000000
921.000000,0.000000
922.000000,0.000000
923.000000,0.000000
924.000000,0.000000
925.000000,0.000000
926.000000,0.000000
927.000000,0.000000
928.000000,0.000000
929.000000,0.000000
930.000000,0.000000
931.000000,0.000000
932.000000,0.000000
933.000000,0.000000
934.000000,0.000000
935.000000,0.000000
936.000000,0.000000
937.000000,0.000000
938.000000,0.000000
939.000000,0.000000
940.000000,0.000000
941.000000,0.000000
942.000000,0.000000
943.000000,0.000000
944.000000,0.000000
945.000000,0.000000
946.000000,0.000000
947.000000,0.000000
948.000000,0.000000
949.000000,0.000000
950.000000,0.000000
951.000000,0.000000
952.000000,0.000000
953.000000,0.000000
954.000000,0.000000
955.000000,0.000000
956.000000,0.000000
957.000000,0.000000
958.000000,0.000000
959.000000,0.000000
960.000000,0.000000
961.000000,0.000000
962.000000,0.000000
963.000000,0.000000
964.000000,0.000000
965.000000,0.000000
966.000000,0.000000
967.000000,0.000000
968.000000,0.000000
969.000000,0.000000
970.000000,0.000000
971.000000,0.000000
972.000000,0.000000
973.000000,0.000000
974.000000,0.000000
975.000000,0.000000
976.000000,0.000000
977.000000,0.000000
978.000000,0.000000
979.000000,0.000000
980.000000,0.000000
981.000000,0.000000
982.000000,0.000000
983.000000,0.000000
984.000000,0.000000
985.000000,0.000000
986.000000,0.000000
987.000000,0.000000
988.000000,0.000001
989.000000,0.000001
990.000000,0.000003
991.000000,0.000005
992.000000,0.000007
993.000000,0.000006
994.000000,0.000003
995.000000,0.000001
996.000000,0.000001
997.000000,0.000000
998.000000,0.000000
999.000000,0.000000
1000.000000,0.000000
1001.000000,0.000000
1002.000000,0.000000
1003.000000,0.000000
1004.000000,0.000000
1005.000000,0.000000
1006.000000,0.000000
1007.000000,0.000000
1008.000000,0.000000
1009.000000,0.000000
1010.000000,0.000000
1011.000000,0.000000
1012.000000,0.000000
1013.000000,0.000000
1014.000000,0.000000
1015.000000,0.000000
1016.000000,0.000000
1017.000000,0.000000
1018.000000,0.000000
1019.000000,0.000000
1020.000000,0.000000
1021.000000,0.000000
1022.000000,0.000000
1023.000000,0.000000
1024.000000,0.000000
1025.000000,0.000000
1026.000000,0.000000
1027.000000,0.000000
1028.000000,0.000000
1029.000000,0.000000
1030.000000,0.000000
1031.000000,0.000000
1032.000000,0.000000
1033.000000,0.000000
1034.000000,0.000000
1035.000000,0.000000
1036.000000,0.000000
1037.000000,0.000000
1038.000000,0.000000
1039.000000,0.000000
1040.000000,0.000000
1041.000000,0.000000
1042.000000,0.000000
1043.000000,0.000000
1044.000000,0.000000
1045.000000,0.000000
1046.000000,0.000000
1047.000000,0.000000
1048.000000,0.000000
1049.000000,0.000000
1050.000000,0.000000
1051.000000,0.000000
1052.000000,0.000000
1053.000000,0.000000
1054.000000,0.000000
1055.000000,0.000000
1056.000000,0.000000
1057.000000,0.000000
1058.000000,0.000000
1059.000000,0.000000
1060.000000,0.000000
1061.000000,0.000000
1062.000000,0.000000
1063.000000,0.000000
1064.000000,0.000001
1065.000000,0.000002
1066.000000,0.000004
1067.000000,0.000006
1068.000000,0.000008
1069.000000,0.000007
1070.000000,0.000004
1071.000000,0.000002
1072.000000,0.000002
1073.000000,0.000001
1074.000000,0.000001
1075.000000,0.000001
1076.000000,0.000000
1077.000000,0.000000
1078.000000,0.000000
1079.000000,0.000000
1080.000000,0.000000
1081.000000,0.000000
1082.000000,0.000000
1083.000000,0.000000
1084.000000,0.000000
1085.000000,0.000000
1086.000000,0.000000
1087.000000,0.000000
1088.000000,0.000000
1089.000000,0.000000
1090.000000,0.000000
1091.000000,0.000000
1092.000000,0.000000
1093.000000,0.000000
1094.000000,0.000000
1095.000000,0.000001
1096.000000,0.000001
1097.000000,0.000000
1098.000000,0.000000
1099.000000,0.000000
1100.000000,0.000000
